🦥 Unsloth: Will patch your computer to enable 2x faster free finetuning.
🦥 Unsloth Zoo will now patch everything to make training faster!
INFO 07-14 08:34:46 [importing.py:53] Triton module has been replaced with a placeholder.
INFO 07-14 08:34:46 [__init__.py:239] Automatically detected platform cuda.
==((====))==  Unsloth 2025.7.3: Fast Qwen2 patching. Transformers: 4.53.2. vLLM: 0.8.5.post1.
   \\   /|    NVIDIA A100 80GB PCIe. Num GPUs = 1. Max memory: 79.254 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.6.0+cu124. CUDA: 8.0. CUDA Toolkit: 12.4. Triton: 3.2.0
\        /    Bfloat16 = TRUE. FA [Xformers = 0.0.29.post2. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
Unsloth: vLLM loading Qwen2.5-0.5B-Instruct with actual GPU utilization = 49.71%
Unsloth: Your GPU has CUDA compute capability 8.0 with VRAM = 79.25 GB.
Unsloth: Using conservativeness = 1.0. Chunked prefill tokens = 1024. Num Sequences = 320.
Unsloth: vLLM's KV Cache can use up to 38.42 GB. Also swap space = 6 GB.
WARNING 07-14 08:39:38 [config.py:2972] Casting torch.bfloat16 to torch.float16.
INFO 07-14 08:39:46 [config.py:717] This model supports multiple tasks: {'embed', 'generate', 'classify', 'score', 'reward'}. Defaulting to 'generate'.
INFO 07-14 08:39:46 [config.py:2003] Chunked prefill is enabled with max_num_batched_tokens=1024.
Unsloth: vLLM Bitsandbytes config using kwargs = {'load_in_8bit': False, 'load_in_4bit': True, 'bnb_4bit_compute_dtype': 'float16', 'bnb_4bit_quant_storage': 'uint8', 'bnb_4bit_quant_type': 'fp4', 'bnb_4bit_use_double_quant': False, 'llm_int8_enable_fp32_cpu_offload': False, 'llm_int8_has_fp16_weight': False, 'llm_int8_skip_modules': [], 'llm_int8_threshold': 6.0}
INFO 07-14 08:39:46 [core.py:58] Initializing a V1 LLM engine (v0.8.5.post1) with config: model='Qwen2.5-0.5B-Instruct', speculative_config=None, tokenizer='Qwen2.5-0.5B-Instruct', skip_tokenizer_init=False, tokenizer_mode=auto, revision=None, override_neuron_config=None, tokenizer_revision=None, trust_remote_code=False, dtype=torch.float16, max_seq_len=1024, download_dir=None, load_format=LoadFormat.BITSANDBYTES, tensor_parallel_size=1, pipeline_parallel_size=1, disable_custom_all_reduce=False, quantization=bitsandbytes, enforce_eager=False, kv_cache_dtype=auto,  device_config=cuda:0, decoding_config=DecodingConfig(guided_decoding_backend='auto', reasoning_backend=None), observability_config=ObservabilityConfig(show_hidden_metrics=False, otlp_traces_endpoint=None, collect_model_forward_time=False, collect_model_execute_time=False), seed=0, served_model_name=Qwen2.5-0.5B-Instruct, num_scheduler_steps=1, multi_step_stream_outputs=True, enable_prefix_caching=True, chunked_prefill_enabled=True, use_async_output_proc=True, disable_mm_preprocessor_cache=False, mm_processor_kwargs=None, pooler_config=None, compilation_config={"level":3,"backend":"inductor","custom_ops":["none"],"splitting_ops":["vllm.unified_attention","vllm.unified_attention_with_output"],"use_inductor":true,"compile_sizes":[],"inductor_compile_config":{"debug":false,"dce":true,"coordinate_descent_tuning":true,"trace.enabled":false,"trace.graph_diagram":false,"triton.cudagraphs":true,"compile_threads":48,"max_autotune":false,"disable_progress":false,"verbose_progress":true,"enable_auto_functionalized_v2":false},"use_cudagraph":true,"cudagraph_num_of_warmups":1,"cudagraph_capture_sizes":[512,504,496,488,480,472,464,456,448,440,432,424,416,408,400,392,384,376,368,360,352,344,336,328,320,312,304,296,288,280,272,264,256,248,240,232,224,216,208,200,192,184,176,168,160,152,144,136,128,120,112,104,96,88,80,72,64,56,48,40,32,24,16,8,4,2,1],"max_capture_size":512}
WARNING 07-14 08:39:46 [utils.py:2522] Methods determine_num_available_blocks,device_config,get_cache_block_size_bytes,initialize_cache not implemented in <vllm.v1.worker.gpu_worker.Worker object at 0x7f240fb6cfd0>
INFO 07-14 08:39:57 [parallel_state.py:1004] rank 0 in world size 1 is assigned as DP rank 0, PP rank 0, TP rank 0
INFO 07-14 08:39:57 [cuda.py:221] Using Flash Attention backend on V1 engine.
WARNING 07-14 08:39:57 [topk_topp_sampler.py:69] FlashInfer is not available. Falling back to the PyTorch-native implementation of top-p & top-k sampling. For the best performance, please install FlashInfer.
INFO 07-14 08:39:57 [gpu_model_runner.py:1329] Starting to load model Qwen2.5-0.5B-Instruct...
INFO 07-14 08:39:57 [loader.py:1187] Loading weights with BitsAndBytes quantization. May take a while ...
Loading safetensors checkpoint shards:   0% Completed | 0/1 [00:00<?, ?it/s]
Loading safetensors checkpoint shards: 100% Completed | 1/1 [00:00<00:00,  2.80it/s]
Loading safetensors checkpoint shards: 100% Completed | 1/1 [00:00<00:00,  2.80it/s]

INFO 07-14 08:39:57 [punica_selector.py:18] Using PunicaWrapperGPU.
INFO 07-14 08:39:58 [gpu_model_runner.py:1347] Model loading took 0.4999 GiB and 0.536036 seconds
INFO 07-14 08:40:12 [backends.py:420] Using cache directory: /home/sergeev/.cache/vllm/torch_compile_cache/3dfe22fce5/rank_0_0 for vLLM's torch.compile
INFO 07-14 08:40:12 [backends.py:430] Dynamo bytecode transform time: 12.35 s
INFO 07-14 08:40:20 [backends.py:118] Directly load the compiled graph(s) for shape None from the cache, took 7.050 s
INFO 07-14 08:40:23 [monitor.py:33] torch.compile takes 12.35 s in total
INFO 07-14 08:40:23 [kv_cache_utils.py:634] GPU KV cache size: 3,197,344 tokens
INFO 07-14 08:40:23 [kv_cache_utils.py:637] Maximum concurrency for 1,024 tokens per request: 3122.41x
INFO 07-14 08:45:59 [gpu_model_runner.py:1686] Graph capturing finished in 335 secs, took 1.05 GiB
INFO 07-14 08:46:02 [core.py:159] init engine (profile, create kv cache, warmup model) took 363.85 seconds
Unsloth: Just some info: will skip parsing ['q_norm', 'k_norm', 'pre_feedforward_layernorm', 'post_feedforward_layernorm']
Unsloth: Just some info: will skip parsing ['q_norm', 'k_norm', 'pre_feedforward_layernorm', 'post_feedforward_layernorm']
Unsloth 2025.7.3 patched 24 layers with 24 QKV layers, 24 O layers and 24 MLP layers.
Map: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 7473/7473 [00:00<00:00, 18032.57 examples/s]
Map: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 1319/1319 [00:00<00:00, 14351.46 examples/s]
Unsloth: We now expect `per_device_train_batch_size` to be a multiple of `num_generations`.
We will change the batch size of 2 to the `num_generations` of 8
==((====))==  Unsloth - 2x faster free finetuning | Num GPUs used = 1
   \\   /|    Num examples = 7,473 | Num Epochs = 1 | Total steps = 935
O^O/ \_/ \    Batch size per device = 8 | Gradient accumulation steps = 8
\        /    Data Parallel GPUs = 1 | Total batch size (8 x 8 x 1) = 64
 "-____-"     Trainable parameters = 35,192,832 of 529,225,600 (6.65% trained)
  0%|                                                                                                                                                | 0/935 [00:00<?, ?it/s]Unsloth: Will smartly offload gradients to save VRAM!
{'loss': 0.0, 'grad_norm': 2.876965045928955, 'learning_rate': 4.787234042553192e-07, 'num_tokens': 234353.0, 'completions/mean_length': 261.1515625, 'completions/min_length': 20.7, 'completions/max_length': 512.0, 'completions/clipped_ratio': 0.146875, 'completions/mean_terminated_length': 218.2507781982422, 'completions/min_terminated_length': 20.7, 'completions/max_terminated_length': 486.1, 'rewards/strict_format_reward_func/mean': 0.0015625, 'rewards/strict_format_reward_func/std': 0.0125, 'rewards/isnumber_reward_func/mean': 0.0015625, 'rewards/isnumber_reward_func/std': 0.0125, 'rewards/soft_format_reward_func/mean': 0.01953125, 'rewards/soft_format_reward_func/std': 0.09806572198867798, 'rewards/lcpo_max_length_reward_func/mean': 0.004187500104308128, 'rewards/lcpo_max_length_reward_func/std': 0.01931433826684952, 'rewards/exact_match_reward_func/mean': 0.0015625, 'rewards/exact_match_reward_func/std': 0.0125, 'reward': 0.028406250476837158, 'reward_std': 0.08034500777721405, 'frac_reward_zero_std': 0.7, 'completion_length': 261.1515625, 'kl': 1.9716583301487846e-05, 'epoch': 0.01}
{'loss': 0.0, 'grad_norm': 1.2846001386642456, 'learning_rate': 9.574468085106384e-07, 'num_tokens': 443119.0, 'completions/mean_length': 225.509375, 'completions/min_length': 21.4, 'completions/max_length': 512.0, 'completions/clipped_ratio': 0.1078125, 'completions/mean_terminated_length': 192.95034942626953, 'completions/min_terminated_length': 21.4, 'completions/max_terminated_length': 485.6, 'rewards/strict_format_reward_func/mean': 0.0015625, 'rewards/strict_format_reward_func/std': 0.0125, 'rewards/isnumber_reward_func/mean': 0.001171875, 'rewards/isnumber_reward_func/std': 0.009375, 'rewards/soft_format_reward_func/mean': 0.01875, 'rewards/soft_format_reward_func/std': 0.089168930798769, 'rewards/lcpo_max_length_reward_func/mean': 0.0015625, 'rewards/lcpo_max_length_reward_func/std': 0.0125, 'rewards/exact_match_reward_func/mean': 0.0, 'rewards/exact_match_reward_func/std': 0.0, 'reward': 0.023046875, 'reward_std': 0.061410919204354285, 'frac_reward_zero_std': 0.7625, 'completion_length': 225.509375, 'kl': 2.8067319203728402e-05, 'epoch': 0.02}
{'loss': 0.0, 'grad_norm': 6.212247371673584, 'learning_rate': 1.4893617021276596e-06, 'num_tokens': 660343.0, 'completions/mean_length': 234.825, 'completions/min_length': 17.7, 'completions/max_length': 512.0, 'completions/clipped_ratio': 0.121875, 'completions/mean_terminated_length': 196.9561553955078, 'completions/min_terminated_length': 17.7, 'completions/max_terminated_length': 483.2, 'rewards/strict_format_reward_func/mean': 0.003125, 'rewards/strict_format_reward_func/std': 0.025, 'rewards/isnumber_reward_func/mean': 0.002734375, 'rewards/isnumber_reward_func/std': 0.01814340502023697, 'rewards/soft_format_reward_func/mean': 0.01328125, 'rewards/soft_format_reward_func/std': 0.07706276699900627, 'rewards/lcpo_max_length_reward_func/mean': 0.0006874999962747097, 'rewards/lcpo_max_length_reward_func/std': 0.005500000342726708, 'rewards/exact_match_reward_func/mean': 0.0015625, 'rewards/exact_match_reward_func/std': 0.0125, 'reward': 0.021390625089406968, 'reward_std': 0.05687662251293659, 'frac_reward_zero_std': 0.8375, 'completion_length': 234.825, 'kl': 5.520253423583199e-05, 'epoch': 0.03}
{'loss': 0.0, 'grad_norm': 0.0013897261815145612, 'learning_rate': 2.021276595744681e-06, 'num_tokens': 883326.0, 'completions/mean_length': 245.0484375, 'completions/min_length': 16.0, 'completions/max_length': 512.0, 'completions/clipped_ratio': 0.1359375, 'completions/mean_terminated_length': 204.4877182006836, 'completions/min_terminated_length': 16.0, 'completions/max_terminated_length': 469.4, 'rewards/strict_format_reward_func/mean': 0.003125, 'rewards/strict_format_reward_func/std': 0.025, 'rewards/isnumber_reward_func/mean': 0.00234375, 'rewards/isnumber_reward_func/std': 0.012835253402590752, 'rewards/soft_format_reward_func/mean': 0.021875, 'rewards/soft_format_reward_func/std': 0.09713639840483665, 'rewards/lcpo_max_length_reward_func/mean': 0.0017812500009313226, 'rewards/lcpo_max_length_reward_func/std': 0.01425000000745058, 'rewards/exact_match_reward_func/mean': 0.0, 'rewards/exact_match_reward_func/std': 0.0, 'reward': 0.02912499997764826, 'reward_std': 0.0669506611302495, 'frac_reward_zero_std': 0.7625, 'completion_length': 245.0484375, 'kl': 0.00026022264150924455, 'epoch': 0.04}
{'loss': 0.0, 'grad_norm': 7.584254741668701, 'learning_rate': 2.553191489361702e-06, 'num_tokens': 1105862.0, 'completions/mean_length': 245.95, 'completions/min_length': 13.8, 'completions/max_length': 512.0, 'completions/clipped_ratio': 0.125, 'completions/mean_terminated_length': 208.4177459716797, 'completions/min_terminated_length': 13.8, 'completions/max_terminated_length': 495.3, 'rewards/strict_format_reward_func/mean': 0.00625, 'rewards/strict_format_reward_func/std': 0.04253681004047394, 'rewards/isnumber_reward_func/mean': 0.003515625, 'rewards/isnumber_reward_func/std': 0.02439340502023697, 'rewards/soft_format_reward_func/mean': 0.02890625, 'rewards/soft_format_reward_func/std': 0.1269906632602215, 'rewards/lcpo_max_length_reward_func/mean': 0.007390624959953129, 'rewards/lcpo_max_length_reward_func/std': 0.05166180897504091, 'rewards/exact_match_reward_func/mean': 0.0, 'rewards/exact_match_reward_func/std': 0.0, 'reward': 0.04606249984353781, 'reward_std': 0.12236690744757653, 'frac_reward_zero_std': 0.65, 'completion_length': 245.95, 'kl': 0.0020683013531197503, 'epoch': 0.05}
{'loss': 0.0, 'grad_norm': 8.614252090454102, 'learning_rate': 3.0851063829787237e-06, 'num_tokens': 1324574.0, 'completions/mean_length': 242.275, 'completions/min_length': 13.5, 'completions/max_length': 512.0, 'completions/clipped_ratio': 0.1359375, 'completions/mean_terminated_length': 201.53726348876953, 'completions/min_terminated_length': 13.5, 'completions/max_terminated_length': 492.6, 'rewards/strict_format_reward_func/mean': 0.0265625, 'rewards/strict_format_reward_func/std': 0.13719418942928313, 'rewards/isnumber_reward_func/mean': 0.008984375, 'rewards/isnumber_reward_func/std': 0.03856503255665302, 'rewards/soft_format_reward_func/mean': 0.10546875, 'rewards/soft_format_reward_func/std': 0.2336510092020035, 'rewards/lcpo_max_length_reward_func/mean': 0.02098437529639341, 'rewards/lcpo_max_length_reward_func/std': 0.12462195628322661, 'rewards/exact_match_reward_func/mean': 0.003125, 'rewards/exact_match_reward_func/std': 0.025, 'reward': 0.1651250034570694, 'reward_std': 0.3267104849219322, 'frac_reward_zero_std': 0.3125, 'completion_length': 242.275, 'kl': 0.012107857016235356, 'epoch': 0.06}
{'loss': 0.0001, 'grad_norm': 18.294893264770508, 'learning_rate': 3.5638297872340426e-06, 'num_tokens': 1490629.0, 'completions/mean_length': 156.6734375, 'completions/min_length': 9.0, 'completions/max_length': 512.0, 'completions/clipped_ratio': 0.065625, 'completions/mean_terminated_length': 132.40489044189454, 'completions/min_terminated_length': 9.0, 'completions/max_terminated_length': 463.5, 'rewards/strict_format_reward_func/mean': 0.0171875, 'rewards/strict_format_reward_func/std': 0.09697112292051316, 'rewards/isnumber_reward_func/mean': 0.027734375, 'rewards/isnumber_reward_func/std': 0.07341951318085194, 'rewards/soft_format_reward_func/mean': 0.24921875, 'rewards/soft_format_reward_func/std': 0.2598058611154556, 'rewards/lcpo_max_length_reward_func/mean': 0.017796874977648258, 'rewards/lcpo_max_length_reward_func/std': 0.09243701547384262, 'rewards/exact_match_reward_func/mean': 0.0015625, 'rewards/exact_match_reward_func/std': 0.0125, 'reward': 0.3134999990463257, 'reward_std': 0.35111635029315946, 'frac_reward_zero_std': 0.075, 'completion_length': 156.6734375, 'kl': 0.08678479446098208, 'epoch': 0.07}
{'loss': 0.0004, 'grad_norm': 18.223867416381836, 'learning_rate': 4.095744680851064e-06, 'num_tokens': 1587148.0, 'completions/mean_length': 52.2984375, 'completions/min_length': 8.3, 'completions/max_length': 365.8, 'completions/clipped_ratio': 0.009375, 'completions/mean_terminated_length': 48.09780387878418, 'completions/min_terminated_length': 8.3, 'completions/max_terminated_length': 315.3, 'rewards/strict_format_reward_func/mean': 0.003125, 'rewards/strict_format_reward_func/std': 0.025, 'rewards/isnumber_reward_func/mean': 0.0765625, 'rewards/isnumber_reward_func/std': 0.1121606968343258, 'rewards/soft_format_reward_func/mean': 0.42421875, 'rewards/soft_format_reward_func/std': 0.17941684946417807, 'rewards/lcpo_max_length_reward_func/mean': 0.00625, 'rewards/lcpo_max_length_reward_func/std': 0.04253681004047394, 'rewards/exact_match_reward_func/mean': 0.0203125, 'rewards/exact_match_reward_func/std': 0.11450793296098709, 'reward': 0.53046875, 'reward_std': 0.26296974867582323, 'frac_reward_zero_std': 0.1125, 'completion_length': 52.2984375, 'kl': 0.3611689506098628, 'epoch': 0.09}
{'loss': 0.001, 'grad_norm': 37.83404541015625, 'learning_rate': 4.6276595744680855e-06, 'num_tokens': 1667817.0, 'completions/mean_length': 23.8953125, 'completions/min_length': 8.3, 'completions/max_length': 242.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 23.8953125, 'completions/min_terminated_length': 8.3, 'completions/max_terminated_length': 242.0, 'rewards/strict_format_reward_func/mean': 0.0015625, 'rewards/strict_format_reward_func/std': 0.0125, 'rewards/isnumber_reward_func/mean': 0.15234375, 'rewards/isnumber_reward_func/std': 0.11585909351706505, 'rewards/soft_format_reward_func/mean': 0.484375, 'rewards/soft_format_reward_func/std': 0.08888265192508697, 'rewards/lcpo_max_length_reward_func/mean': 0.0012031249701976777, 'rewards/lcpo_max_length_reward_func/std': 0.00962500050663948, 'rewards/exact_match_reward_func/mean': 0.015625, 'rewards/exact_match_reward_func/std': 0.08641463369131089, 'reward': 0.6551093757152557, 'reward_std': 0.17285473346710206, 'frac_reward_zero_std': 0.125, 'completion_length': 23.8953125, 'kl': 0.9757749360054732, 'epoch': 0.1}
{'loss': 0.0019, 'grad_norm': 20.662118911743164, 'learning_rate': 4.999843015877033e-06, 'num_tokens': 1739757.0, 'completions/mean_length': 11.55625, 'completions/min_length': 8.1, 'completions/max_length': 89.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 11.55625, 'completions/min_terminated_length': 8.1, 'completions/max_terminated_length': 89.4, 'rewards/strict_format_reward_func/mean': 0.0015625, 'rewards/strict_format_reward_func/std': 0.0125, 'rewards/isnumber_reward_func/mean': 0.20625, 'rewards/isnumber_reward_func/std': 0.08866800144314765, 'rewards/soft_format_reward_func/mean': 0.49609375, 'rewards/soft_format_reward_func/std': 0.04001840502023697, 'rewards/lcpo_max_length_reward_func/mean': 0.0015625, 'rewards/lcpo_max_length_reward_func/std': 0.0125, 'rewards/exact_match_reward_func/mean': 0.0203125, 'rewards/exact_match_reward_func/std': 0.11645144373178482, 'reward': 0.72578125, 'reward_std': 0.12050336226820946, 'frac_reward_zero_std': 0.4, 'completion_length': 11.55625, 'kl': 1.9083341561257838, 'epoch': 0.11}
{'loss': 0.0418, 'grad_norm': 12.151530265808105, 'learning_rate': 4.997488648316951e-06, 'num_tokens': 1809829.0, 'completions/mean_length': 9.55, 'completions/min_length': 8.1, 'completions/max_length': 16.7, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 9.55, 'completions/min_terminated_length': 8.1, 'completions/max_terminated_length': 16.7, 'rewards/strict_format_reward_func/mean': 0.0, 'rewards/strict_format_reward_func/std': 0.0, 'rewards/isnumber_reward_func/mean': 0.234375, 'rewards/isnumber_reward_func/std': 0.0437558438628912, 'rewards/soft_format_reward_func/mean': 0.4984375, 'rewards/soft_format_reward_func/std': 0.0125, 'rewards/lcpo_max_length_reward_func/mean': 0.0, 'rewards/lcpo_max_length_reward_func/std': 0.0, 'rewards/exact_match_reward_func/mean': 0.0390625, 'rewards/exact_match_reward_func/std': 0.17935359179973603, 'reward': 0.771875, 'reward_std': 0.08519650353118777, 'frac_reward_zero_std': 0.6875, 'completion_length': 9.55, 'kl': 41.83387273401022, 'epoch': 0.12}
